,ANYO_x,FECHA,count,TOTAL_VICTIMAS_24H
0,2016,2016/1/6,6,6
1,2016,2016/1/4,4,4
2,2016,2016/1/7,4,5
3,2016,2016/1/1,3,3
4,2016,2016/1/5,2,3
5,2016,2016/1/3,1,1
6,2016,2016/2/1,5,5
7,2016,2016/2/2,3,8
8,2016,2016/2/5,3,4
9,2016,2016/2/3,2,2
10,2016,2016/2/6,2,10
11,2016,2016/2/4,1,1
12,2016,2016/2/7,1,1
13,2016,2016/3/7,5,9
14,2016,2016/3/4,4,4
15,2016,2016/3/6,4,8
16,2016,2016/3/1,3,3
17,2016,2016/3/2,3,7
18,2016,2016/3/5,3,13
19,2016,2016/3/3,1,1
20,2016,2016/4/6,5,8
21,2016,2016/4/7,5,5
22,2016,2016/4/4,4,6
23,2016,2016/4/1,3,6
24,2016,2016/4/2,3,4
25,2016,2016/4/5,3,4
26,2016,2016/4/3,2,3
27,2016,2016/5/1,3,5
28,2016,2016/5/2,3,5
29,2016,2016/5/5,3,3
30,2016,2016/5/7,3,4
31,2016,2016/5/3,2,3
32,2016,2016/5/4,2,3
33,2016,2016/5/6,2,10
34,2016,2016/6/6,9,12
35,2016,2016/6/5,8,10
36,2016,2016/6/1,3,3
37,2016,2016/6/2,3,4
38,2016,2016/6/4,2,3
39,2016,2016/6/7,1,1
40,2016,2016/7/6,8,11
41,2016,2016/7/5,7,11
42,2016,2016/7/2,6,7
43,2016,2016/7/1,5,7
44,2016,2016/7/3,5,6
45,2016,2016/7/7,3,4
46,2016,2016/7/4,2,3
47,2016,2016/8/1,7,12
48,2016,2016/8/4,7,11
49,2016,2016/8/6,6,11
50,2016,2016/8/7,5,7
51,2016,2016/8/5,4,8
52,2016,2016/8/3,3,3
53,2016,2016/8/2,2,3
54,2016,2016/9/5,8,9
55,2016,2016/9/3,6,8
56,2016,2016/9/4,6,7
57,2016,2016/9/1,3,4
58,2016,2016/9/2,3,6
59,2016,2016/9/6,3,6
60,2016,2016/9/7,3,3
61,2016,2016/10/5,5,10
62,2016,2016/10/6,5,7
63,2016,2016/10/7,5,8
64,2016,2016/10/3,4,12
65,2016,2016/10/1,2,2
66,2016,2016/10/2,2,2
67,2016,2016/10/4,2,3
68,2016,2016/11/3,8,11
69,2016,2016/11/1,7,7
70,2016,2016/11/2,6,8
71,2016,2016/11/4,6,6
72,2016,2016/11/5,5,6
73,2016,2016/11/6,5,5
74,2016,2016/11/7,4,4
75,2016,2016/12/4,3,5
76,2016,2016/12/7,3,3
77,2016,2016/12/1,2,2
78,2016,2016/12/3,2,2
79,2016,2016/12/5,2,3
80,2016,2016/12/6,2,6
81,2016,2016/12/2,1,1
82,2017,2017/1/6,8,15
83,2017,2017/1/1,5,5
84,2017,2017/1/3,4,4
85,2017,2017/1/2,3,3
86,2017,2017/1/7,3,4
87,2017,2017/1/5,2,3
88,2017,2017/1/4,1,1
89,2017,2017/2/5,5,5
90,2017,2017/2/7,5,5
91,2017,2017/2/1,3,4
92,2017,2017/2/4,3,4
93,2017,2017/2/2,2,3
94,2017,2017/2/3,2,3
95,2017,2017/2/6,2,3
96,2017,2017/3/3,7,9
97,2017,2017/3/5,5,9
98,2017,2017/3/7,5,7
99,2017,2017/3/6,4,9
100,2017,2017/3/1,3,4
101,2017,2017/3/4,3,3
102,2017,2017/3/2,1,1
103,2017,2017/4/3,5,8
104,2017,2017/4/1,4,6
105,2017,2017/4/7,4,6
106,2017,2017/4/4,3,5
107,2017,2017/4/6,3,3
108,2017,2017/4/2,1,1
109,2017,2017/4/5,1,1
110,2017,2017/5/7,6,7
111,2017,2017/5/6,3,3
112,2017,2017/5/2,2,3
113,2017,2017/5/4,2,4
114,2017,2017/5/5,2,2
115,2017,2017/5/1,1,1
116,2017,2017/5/3,1,1
117,2017,2017/6/2,6,8
118,2017,2017/6/1,5,9
119,2017,2017/6/4,5,7
120,2017,2017/6/7,5,5
121,2017,2017/6/5,3,4
122,2017,2017/6/6,3,3
123,2017,2017/7/5,5,9
124,2017,2017/7/1,4,6
125,2017,2017/7/2,4,5
126,2017,2017/7/4,4,7
127,2017,2017/7/6,3,5
128,2017,2017/7/3,2,5
129,2017,2017/7/7,1,1
130,2017,2017/8/1,7,12
131,2017,2017/8/5,7,9
132,2017,2017/8/6,6,8
133,2017,2017/8/2,5,7
134,2017,2017/8/4,5,14
135,2017,2017/8/3,3,4
136,2017,2017/8/7,2,8
137,2017,2017/9/5,8,13
138,2017,2017/9/3,5,9
139,2017,2017/9/7,4,4
140,2017,2017/9/6,2,3
141,2017,2017/9/1,1,2
142,2017,2017/9/4,1,1
143,2017,2017/10/7,8,9
144,2017,2017/10/2,7,13
145,2017,2017/10/1,5,5
146,2017,2017/10/4,5,5
147,2017,2017/10/3,4,5
148,2017,2017/10/5,3,3
149,2017,2017/10/6,1,1
150,2017,2017/11/3,5,5
151,2017,2017/11/7,4,5
152,2017,2017/11/1,3,3
153,2017,2017/11/6,3,3
154,2017,2017/11/2,2,4
155,2017,2017/11/4,2,3
156,2017,2017/12/5,10,14
157,2017,2017/12/3,4,5
158,2017,2017/12/7,4,4
159,2017,2017/12/2,2,2
160,2017,2017/12/6,2,4
161,2017,2017/12/1,1,1
162,2018,2018/1/5,7,9
163,2018,2018/1/2,5,7
164,2018,2018/1/4,5,5
165,2018,2018/1/7,4,4
166,2018,2018/1/6,3,3
167,2018,2018/1/1,2,2
168,2018,2018/1/3,2,3
169,2018,2018/2/1,6,6
170,2018,2018/2/5,5,5
171,2018,2018/2/4,3,8
172,2018,2018/2/3,2,2
173,2018,2018/2/6,2,2
174,2018,2018/2/7,2,4
175,2018,2018/2/2,1,2
176,2018,2018/3/6,7,16
177,2018,2018/3/2,4,5
178,2018,2018/3/3,4,5
179,2018,2018/3/4,4,7
180,2018,2018/3/7,4,4
181,2018,2018/3/5,3,3
182,2018,2018/3/1,2,2
183,2018,2018/4/7,11,33
184,2018,2018/4/1,9,13
185,2018,2018/4/5,7,14
186,2018,2018/4/2,3,5
187,2018,2018/4/6,2,3
188,2018,2018/4/3,1,1
189,2018,2018/5/7,7,8
190,2018,2018/5/1,5,6
191,2018,2018/5/2,5,6
192,2018,2018/5/3,5,6
193,2018,2018/5/6,4,7
194,2018,2018/5/5,3,3
195,2018,2018/5/4,2,2
196,2018,2018/6/7,10,13
197,2018,2018/6/2,6,7
198,2018,2018/6/5,6,8
199,2018,2018/6/6,6,6
200,2018,2018/6/4,5,5
201,2018,2018/6/1,4,4
202,2018,2018/6/3,2,3
203,2018,2018/7/5,8,13
204,2018,2018/7/7,6,6
205,2018,2018/7/1,5,9
206,2018,2018/7/6,5,5
207,2018,2018/7/4,4,5
208,2018,2018/7/2,3,5
209,2018,2018/7/3,1,1
210,2018,2018/8/1,6,11
211,2018,2018/8/2,5,11
212,2018,2018/8/7,5,10
213,2018,2018/8/3,4,5
214,2018,2018/8/5,4,8
215,2018,2018/8/4,3,4
216,2018,2018/8/6,2,5
217,2018,2018/9/6,10,11
218,2018,2018/9/3,6,10
219,2018,2018/9/7,6,7
220,2018,2018/9/5,5,8
221,2018,2018/9/1,4,5
222,2018,2018/9/4,3,3
223,2018,2018/9/2,2,2
224,2018,2018/10/6,8,12
225,2018,2018/10/1,7,10
226,2018,2018/10/3,7,12
227,2018,2018/10/5,6,7
228,2018,2018/10/4,3,3
229,2018,2018/10/2,2,3
230,2018,2018/10/7,1,1
231,2018,2018/11/6,7,13
232,2018,2018/11/3,3,4
233,2018,2018/11/4,3,7
234,2018,2018/11/5,3,5
235,2018,2018/11/1,2,2
236,2018,2018/11/2,1,2
237,2018,2018/11/7,1,1
238,2018,2018/12/1,7,15
239,2018,2018/12/3,5,5
240,2018,2018/12/2,3,5
241,2018,2018/12/4,3,5
242,2018,2018/12/6,3,10
243,2018,2018/12/7,3,4
244,2018,2018/12/5,2,7
245,2019,2019/1/5,5,6
246,2019,2019/1/2,4,5
247,2019,2019/1/3,4,4
248,2019,2019/1/6,4,6
249,2019,2019/1/1,3,3
250,2019,2019/1/4,2,5
251,2019,2019/1/7,1,1
252,2019,2019/2/7,5,10
253,2019,2019/2/4,3,6
254,2019,2019/2/2,2,2
255,2019,2019/2/5,2,2
256,2019,2019/2/6,2,6
257,2019,2019/2/1,1,2
258,2019,2019/3/5,6,6
259,2019,2019/3/6,6,9
260,2019,2019/3/1,4,5
261,2019,2019/3/3,4,4
262,2019,2019/3/2,3,6
263,2019,2019/3/4,3,3
264,2019,2019/3/7,2,4
265,2019,2019/4/3,6,8
266,2019,2019/4/4,6,7
267,2019,2019/4/2,5,8
268,2019,2019/4/6,5,7
269,2019,2019/4/1,2,2
270,2019,2019/4/5,1,1
271,2019,2019/4/7,1,1
272,2019,2019/5/2,7,8
273,2019,2019/5/3,6,8
274,2019,2019/5/7,6,8
275,2019,2019/5/4,5,8
276,2019,2019/5/6,5,6
277,2019,2019/5/1,4,4
278,2019,2019/5/5,2,2
279,2019,2019/6/7,8,11
280,2019,2019/6/6,6,8
281,2019,2019/6/4,4,5
282,2019,2019/6/1,2,4
283,2019,2019/6/3,2,2
284,2019,2019/6/5,2,3
285,2019,2019/6/2,1,1
286,2019,2019/7/6,10,13
287,2019,2019/7/2,8,8
288,2019,2019/7/4,6,9
289,2019,2019/7/7,6,9
290,2019,2019/7/1,5,6
291,2019,2019/7/3,5,7
292,2019,2019/7/5,3,3
293,2019,2019/8/4,8,9
294,2019,2019/8/5,8,10
295,2019,2019/8/1,6,8
296,2019,2019/8/7,5,6
297,2019,2019/8/2,3,4
298,2019,2019/8/3,3,3
299,2019,2019/8/6,2,4
300,2019,2019/9/1,5,6
301,2019,2019/9/5,5,6
302,2019,2019/9/2,4,5
303,2019,2019/9/3,4,4
304,2019,2019/9/6,4,5
305,2019,2019/9/4,1,3
306,2019,2019/9/7,1,5
307,2019,2019/10/1,8,10
308,2019,2019/10/3,5,7
309,2019,2019/10/7,5,10
310,2019,2019/10/5,3,4
311,2019,2019/10/2,2,2
312,2019,2019/10/6,2,5
313,2019,2019/10/4,1,4
314,2019,2019/11/1,6,8
315,2019,2019/11/5,5,6
316,2019,2019/11/4,4,4
317,2019,2019/11/7,4,7
318,2019,2019/11/2,3,4
319,2019,2019/11/6,2,3
320,2019,2019/11/3,1,1
321,2019,2019/12/7,6,9
322,2019,2019/12/2,4,10
323,2019,2019/12/4,4,8
324,2019,2019/12/1,3,4
325,2019,2019/12/3,2,3
326,2019,2019/12/6,1,1
327,2020,2020/1/2,4,4
328,2020,2020/1/5,4,5
329,2020,2020/1/1,2,3
330,2020,2020/1/3,2,5
331,2020,2020/1/4,2,3
332,2020,2020/1/6,2,3
333,2020,2020/1/7,2,5
334,2020,2020/2/6,7,10
335,2020,2020/2/4,5,7
336,2020,2020/2/7,4,4
337,2020,2020/2/1,2,2
338,2020,2020/2/3,2,2
339,2020,2020/2/2,1,1
340,2020,2020/3/1,2,4
341,2020,2020/3/6,2,2
342,2020,2020/3/3,1,1
343,2020,2020/3/4,1,1
344,2020,2020/3/5,1,1
345,2020,2020/3/7,1,1
346,2020,2020/4/4,2,2
347,2020,2020/5/3,3,3
348,2020,2020/5/6,3,3
349,2020,2020/5/5,2,3
350,2020,2020/5/1,1,1
351,2020,2020/5/4,1,1
352,2020,2020/6/1,5,5
353,2020,2020/6/5,4,6
354,2020,2020/6/2,3,4
355,2020,2020/6/7,3,3
356,2020,2020/6/3,2,2
357,2020,2020/6/4,1,1
358,2020,2020/6/6,1,2
359,2020,2020/7/5,9,12
360,2020,2020/7/3,7,11
361,2020,2020/7/6,4,4
362,2020,2020/7/7,4,4
363,2020,2020/7/1,3,3
364,2020,2020/7/4,3,5
365,2020,2020/7/2,1,1
366,2020,2020/8/1,9,12
367,2020,2020/8/3,5,6
368,2020,2020/8/4,4,4
369,2020,2020/8/7,4,4
370,2020,2020/8/2,3,3
371,2020,2020/8/5,3,3
372,2020,2020/8/6,3,4
373,2020,2020/9/1,7,12
374,2020,2020/9/6,6,7
375,2020,2020/9/7,5,5
376,2020,2020/9/2,4,7
377,2020,2020/9/3,4,4
378,2020,2020/9/4,3,3
379,2020,2020/9/5,2,2
380,2020,2020/10/4,4,5
381,2020,2020/10/3,3,3
382,2020,2020/10/5,3,3
383,2020,2020/10/7,3,5
384,2020,2020/10/1,1,2
385,2020,2020/10/2,1,1
386,2020,2020/10/6,1,1
387,2020,2020/11/1,5,5
388,2020,2020/11/4,3,3
389,2020,2020/11/6,3,4
390,2020,2020/11/2,2,3
391,2020,2020/11/7,2,2
392,2020,2020/11/3,1,3
393,2020,2020/11/5,1,2
394,2020,2020/12/1,5,9
