,ANYO_x,FECHA,count,TOTAL_VICTIMAS_24H
0,2016,2016/1/1,9,12
1,2016,2016/1/4,9,12
2,2016,2016/1/6,9,11
3,2016,2016/1/5,8,9
4,2016,2016/1/2,7,10
5,2016,2016/1/7,7,9
6,2016,2016/1/3,4,4
7,2016,2016/2/2,10,10
8,2016,2016/2/1,9,10
9,2016,2016/2/5,9,11
10,2016,2016/2/3,6,8
11,2016,2016/2/4,5,6
12,2016,2016/2/6,3,3
13,2016,2016/2/7,3,3
14,2016,2016/3/4,15,28
15,2016,2016/3/6,11,17
16,2016,2016/3/2,8,9
17,2016,2016/3/3,6,10
18,2016,2016/3/5,6,9
19,2016,2016/3/1,4,4
20,2016,2016/3/7,4,4
21,2016,2016/4/5,14,17
22,2016,2016/4/6,12,21
23,2016,2016/4/1,8,10
24,2016,2016/4/2,7,11
25,2016,2016/4/3,7,10
26,2016,2016/4/4,5,6
27,2016,2016/4/7,4,6
28,2016,2016/5/1,16,18
29,2016,2016/5/2,11,20
30,2016,2016/5/5,11,12
31,2016,2016/5/4,8,17
32,2016,2016/5/7,8,12
33,2016,2016/5/3,5,5
34,2016,2016/5/6,4,5
35,2016,2016/6/4,18,22
36,2016,2016/6/2,16,19
37,2016,2016/6/5,16,18
38,2016,2016/6/3,15,15
39,2016,2016/6/6,9,9
40,2016,2016/6/7,8,12
41,2016,2016/6/1,5,6
42,2016,2016/7/4,12,13
43,2016,2016/7/1,11,16
44,2016,2016/7/3,11,12
45,2016,2016/7/5,11,11
46,2016,2016/7/6,10,18
47,2016,2016/7/7,10,14
48,2016,2016/7/2,8,9
49,2016,2016/8/3,13,14
50,2016,2016/8/7,12,18
51,2016,2016/8/1,11,14
52,2016,2016/8/2,9,11
53,2016,2016/8/4,9,11
54,2016,2016/8/6,9,9
55,2016,2016/8/5,8,10
56,2016,2016/9/3,14,20
57,2016,2016/9/5,14,20
58,2016,2016/9/7,14,18
59,2016,2016/9/1,13,15
60,2016,2016/9/2,12,15
61,2016,2016/9/4,11,15
62,2016,2016/9/6,6,8
63,2016,2016/10/6,16,18
64,2016,2016/10/3,13,16
65,2016,2016/10/1,12,14
66,2016,2016/10/4,9,11
67,2016,2016/10/2,8,18
68,2016,2016/10/5,8,9
69,2016,2016/10/7,5,8
70,2016,2016/11/3,11,18
71,2016,2016/11/4,7,9
72,2016,2016/11/5,7,16
73,2016,2016/11/2,4,5
74,2016,2016/11/1,3,3
75,2016,2016/11/6,2,5
76,2016,2016/11/7,2,8
77,2016,2016/12/4,8,12
78,2016,2016/12/2,7,8
79,2016,2016/12/1,5,6
80,2016,2016/12/3,5,7
81,2016,2016/12/6,5,7
82,2016,2016/12/7,5,8
83,2016,2016/12/5,2,3
84,2017,2017/1/2,21,30
85,2017,2017/1/5,18,20
86,2017,2017/1/1,16,22
87,2017,2017/1/4,13,21
88,2017,2017/1/6,12,16
89,2017,2017/1/3,5,6
90,2017,2017/1/7,5,8
91,2017,2017/2/1,15,21
92,2017,2017/2/6,14,16
93,2017,2017/2/3,10,11
94,2017,2017/2/2,8,13
95,2017,2017/2/5,8,14
96,2017,2017/2/7,6,9
97,2017,2017/2/4,3,5
98,2017,2017/3/3,25,35
99,2017,2017/3/4,18,21
100,2017,2017/3/5,14,16
101,2017,2017/3/6,14,23
102,2017,2017/3/1,11,11
103,2017,2017/3/2,10,15
104,2017,2017/3/7,6,6
105,2017,2017/4/2,19,27
106,2017,2017/4/7,17,30
107,2017,2017/4/1,14,17
108,2017,2017/4/3,14,15
109,2017,2017/4/5,13,16
110,2017,2017/4/6,10,12
111,2017,2017/4/4,7,9
112,2017,2017/5/1,18,22
113,2017,2017/5/3,17,24
114,2017,2017/5/4,14,14
115,2017,2017/5/2,13,17
116,2017,2017/5/7,10,14
117,2017,2017/5/6,9,9
118,2017,2017/5/5,6,8
119,2017,2017/6/5,18,27
120,2017,2017/6/4,15,21
121,2017,2017/6/2,13,18
122,2017,2017/6/7,13,20
123,2017,2017/6/6,12,13
124,2017,2017/6/3,11,13
125,2017,2017/6/1,8,11
126,2017,2017/7/6,13,21
127,2017,2017/7/5,12,16
128,2017,2017/7/2,11,16
129,2017,2017/7/4,11,17
130,2017,2017/7/7,11,15
131,2017,2017/7/1,10,16
132,2017,2017/7/3,9,10
133,2017,2017/8/5,12,21
134,2017,2017/8/4,11,15
135,2017,2017/8/2,10,12
136,2017,2017/8/1,8,10
137,2017,2017/8/3,7,12
138,2017,2017/8/7,6,10
139,2017,2017/8/6,5,7
140,2017,2017/9/5,16,20
141,2017,2017/9/6,14,22
142,2017,2017/9/1,12,16
143,2017,2017/9/3,11,12
144,2017,2017/9/2,10,13
145,2017,2017/9/7,10,13
146,2017,2017/9/4,9,11
147,2017,2017/10/3,12,18
148,2017,2017/10/2,10,12
149,2017,2017/10/5,10,16
150,2017,2017/10/6,8,10
151,2017,2017/10/4,7,8
152,2017,2017/10/1,6,6
153,2017,2017/10/7,4,5
154,2017,2017/11/6,7,12
155,2017,2017/11/3,6,7
156,2017,2017/11/4,6,7
157,2017,2017/11/5,6,7
158,2017,2017/11/2,5,7
159,2017,2017/11/1,4,6
160,2017,2017/11/7,3,6
161,2017,2017/12/6,9,16
162,2017,2017/12/5,7,8
163,2017,2017/12/2,5,7
164,2017,2017/12/7,5,7
165,2017,2017/12/1,4,8
166,2017,2017/12/4,4,5
167,2017,2017/12/3,3,6
168,2018,2018/1/3,17,30
169,2018,2018/1/1,16,21
170,2018,2018/1/2,15,18
171,2018,2018/1/4,7,7
172,2018,2018/1/5,7,7
173,2018,2018/1/6,6,6
174,2018,2018/1/7,4,6
175,2018,2018/2/3,11,13
176,2018,2018/2/1,10,12
177,2018,2018/2/5,10,15
178,2018,2018/2/6,9,9
179,2018,2018/2/4,6,7
180,2018,2018/2/7,6,6
181,2018,2018/2/2,5,6
182,2018,2018/3/1,13,15
183,2018,2018/3/5,13,14
184,2018,2018/3/3,11,15
185,2018,2018/3/2,10,10
186,2018,2018/3/4,9,10
187,2018,2018/3/6,9,11
188,2018,2018/3/7,5,6
189,2018,2018/4/4,16,24
190,2018,2018/4/1,13,19
191,2018,2018/4/5,12,16
192,2018,2018/4/7,11,25
193,2018,2018/4/2,10,15
194,2018,2018/4/6,10,15
195,2018,2018/4/3,8,11
196,2018,2018/5/3,17,20
197,2018,2018/5/5,17,21
198,2018,2018/5/2,15,17
199,2018,2018/5/7,10,10
200,2018,2018/5/1,8,10
201,2018,2018/5/6,8,15
202,2018,2018/5/4,7,9
203,2018,2018/6/2,20,28
204,2018,2018/6/5,19,24
205,2018,2018/6/4,15,22
206,2018,2018/6/3,12,16
207,2018,2018/6/6,10,16
208,2018,2018/6/1,9,13
209,2018,2018/6/7,5,6
210,2018,2018/7/1,13,17
211,2018,2018/7/2,13,14
212,2018,2018/7/5,12,17
213,2018,2018/7/4,11,20
214,2018,2018/7/3,9,12
215,2018,2018/7/7,6,7
216,2018,2018/7/6,5,8
217,2018,2018/8/2,18,24
218,2018,2018/8/5,13,17
219,2018,2018/8/1,12,12
220,2018,2018/8/3,10,14
221,2018,2018/8/4,10,12
222,2018,2018/8/7,10,16
223,2018,2018/8/6,6,10
224,2018,2018/9/4,18,24
225,2018,2018/9/2,15,21
226,2018,2018/9/5,15,19
227,2018,2018/9/6,13,16
228,2018,2018/9/1,12,13
229,2018,2018/9/7,12,14
230,2018,2018/9/3,10,15
231,2018,2018/10/2,16,18
232,2018,2018/10/3,11,16
233,2018,2018/10/1,10,10
234,2018,2018/10/4,5,7
235,2018,2018/10/6,5,6
236,2018,2018/10/5,4,4
237,2018,2018/10/7,3,6
238,2018,2018/11/3,9,16
239,2018,2018/11/4,7,8
240,2018,2018/11/6,7,17
241,2018,2018/11/2,6,12
242,2018,2018/11/5,5,10
243,2018,2018/11/1,4,8
244,2018,2018/11/7,4,4
245,2018,2018/12/4,8,8
246,2018,2018/12/6,6,6
247,2018,2018/12/1,5,11
248,2018,2018/12/5,5,5
249,2018,2018/12/7,5,5
250,2018,2018/12/2,3,4
251,2018,2018/12/3,3,3
252,2019,2019/1/3,20,23
253,2019,2019/1/2,18,26
254,2019,2019/1/4,16,21
255,2019,2019/1/5,14,14
256,2019,2019/1/6,7,7
257,2019,2019/1/1,6,8
258,2019,2019/1/7,2,2
259,2019,2019/2/5,16,18
260,2019,2019/2/1,14,16
261,2019,2019/2/2,14,14
262,2019,2019/2/6,13,20
263,2019,2019/2/4,10,12
264,2019,2019/2/3,8,8
265,2019,2019/2/7,5,6
266,2019,2019/3/3,16,19
267,2019,2019/3/1,13,20
268,2019,2019/3/7,13,17
269,2019,2019/3/4,12,14
270,2019,2019/3/5,11,16
271,2019,2019/3/6,10,14
272,2019,2019/3/2,9,11
273,2019,2019/4/2,19,23
274,2019,2019/4/6,17,21
275,2019,2019/4/1,12,14
276,2019,2019/4/5,11,15
277,2019,2019/4/3,9,10
278,2019,2019/4/7,8,11
279,2019,2019/4/4,6,8
280,2019,2019/5/5,17,21
281,2019,2019/5/4,15,16
282,2019,2019/5/3,13,13
283,2019,2019/5/7,13,22
284,2019,2019/5/1,11,15
285,2019,2019/5/2,7,8
286,2019,2019/5/6,6,10
287,2019,2019/6/7,19,21
288,2019,2019/6/2,16,22
289,2019,2019/6/5,16,19
290,2019,2019/6/6,16,20
291,2019,2019/6/3,15,20
292,2019,2019/6/1,14,22
293,2019,2019/6/4,11,11
294,2019,2019/7/5,15,16
295,2019,2019/7/4,12,18
296,2019,2019/7/3,10,23
297,2019,2019/7/1,9,11
298,2019,2019/7/6,8,9
299,2019,2019/7/2,7,8
300,2019,2019/7/7,6,7
301,2019,2019/8/4,15,19
302,2019,2019/8/5,11,13
303,2019,2019/8/1,8,10
304,2019,2019/8/6,7,10
305,2019,2019/8/2,5,5
306,2019,2019/8/3,4,4
307,2019,2019/9/1,11,12
308,2019,2019/9/2,9,11
309,2019,2019/9/7,6,12
310,2019,2019/9/5,4,4
311,2019,2019/9/3,3,5
312,2019,2019/9/4,1,1
313,2019,2019/9/6,1,2
314,2019,2019/10/4,11,11
315,2019,2019/10/5,9,16
316,2019,2019/10/2,5,8
317,2019,2019/10/3,5,6
318,2019,2019/10/7,5,6
319,2019,2019/10/6,4,4
320,2019,2019/10/1,3,4
321,2019,2019/11/2,11,14
322,2019,2019/11/1,8,9
323,2019,2019/11/5,7,11
324,2019,2019/11/4,6,10
325,2019,2019/11/6,6,11
326,2019,2019/11/3,3,4
327,2019,2019/11/7,1,1
328,2019,2019/12/3,8,13
329,2019,2019/12/1,6,7
330,2019,2019/12/5,6,7
331,2019,2019/12/6,5,7
332,2019,2019/12/2,4,5
333,2019,2019/12/4,3,6
334,2019,2019/12/7,3,6
335,2020,2020/1/5,18,26
336,2020,2020/1/4,16,18
337,2020,2020/1/3,15,18
338,2020,2020/1/2,13,17
339,2020,2020/1/1,9,12
340,2020,2020/1/6,7,10
341,2020,2020/1/7,5,6
342,2020,2020/2/6,12,12
343,2020,2020/2/1,10,12
344,2020,2020/2/2,10,11
345,2020,2020/2/3,10,11
346,2020,2020/2/7,10,14
347,2020,2020/2/5,9,10
348,2020,2020/2/4,6,6
349,2020,2020/3/4,9,10
350,2020,2020/3/3,7,7
351,2020,2020/3/2,6,6
352,2020,2020/3/1,5,7
353,2020,2020/3/5,5,9
354,2020,2020/3/7,5,5
355,2020,2020/3/6,4,6
356,2020,2020/4/3,5,7
357,2020,2020/4/2,3,4
358,2020,2020/4/1,1,1
359,2020,2020/4/4,1,2
360,2020,2020/4/5,1,1
