,ANYO_x,FECHA,count,TOTAL_VICTIMAS_24H
0,2016,2016/1/7,11,17
1,2016,2016/1/3,10,12
2,2016,2016/1/6,10,17
3,2016,2016/1/5,9,20
4,2016,2016/1/1,5,6
5,2016,2016/1/2,5,6
6,2016,2016/1/4,4,5
7,2016,2016/2/1,19,29
8,2016,2016/2/6,10,14
9,2016,2016/2/3,9,11
10,2016,2016/2/2,8,14
11,2016,2016/2/4,7,9
12,2016,2016/2/5,6,12
13,2016,2016/2/7,6,8
14,2016,2016/3/2,13,19
15,2016,2016/3/4,11,11
16,2016,2016/3/1,10,16
17,2016,2016/3/3,10,14
18,2016,2016/3/6,10,14
19,2016,2016/3/7,8,10
20,2016,2016/3/5,6,8
21,2016,2016/4/1,20,26
22,2016,2016/4/2,12,23
23,2016,2016/4/5,12,18
24,2016,2016/4/6,12,17
25,2016,2016/4/3,9,13
26,2016,2016/4/4,7,9
27,2016,2016/4/7,7,9
28,2016,2016/5/1,13,15
29,2016,2016/5/5,13,17
30,2016,2016/5/2,12,12
31,2016,2016/5/4,9,13
32,2016,2016/5/6,9,16
33,2016,2016/5/3,7,7
34,2016,2016/5/7,6,11
35,2016,2016/6/4,22,33
36,2016,2016/6/1,17,21
37,2016,2016/6/3,13,18
38,2016,2016/6/6,13,17
39,2016,2016/6/2,12,16
40,2016,2016/6/7,11,30
41,2016,2016/6/5,9,11
42,2016,2016/7/6,23,40
43,2016,2016/7/5,19,28
44,2016,2016/7/4,18,22
45,2016,2016/7/3,12,23
46,2016,2016/7/7,11,15
47,2016,2016/7/1,9,14
48,2016,2016/7/2,9,10
49,2016,2016/8/5,22,36
50,2016,2016/8/1,20,26
51,2016,2016/8/6,17,27
52,2016,2016/8/3,14,19
53,2016,2016/8/2,13,17
54,2016,2016/8/4,11,16
55,2016,2016/8/7,11,18
56,2016,2016/9/3,14,18
57,2016,2016/9/1,12,16
58,2016,2016/9/7,12,23
59,2016,2016/9/4,11,12
60,2016,2016/9/6,10,11
61,2016,2016/9/2,7,10
62,2016,2016/9/5,7,12
63,2016,2016/10/5,13,15
64,2016,2016/10/3,11,17
65,2016,2016/10/2,10,13
66,2016,2016/10/7,10,14
67,2016,2016/10/4,9,9
68,2016,2016/10/6,9,12
69,2016,2016/10/1,4,6
70,2016,2016/11/2,13,14
71,2016,2016/11/1,12,17
