,ANYO_x,FECHA,count,TOTAL_VICTIMAS_24H
0,2016,2016/1/2,9,13
1,2016,2016/1/5,9,15
2,2016,2016/1/3,7,8
3,2016,2016/1/4,6,9
4,2016,2016/1/1,5,5
5,2016,2016/1/6,4,7
6,2016,2016/1/7,1,1
7,2016,2016/2/6,11,18
8,2016,2016/2/4,10,13
9,2016,2016/2/1,8,12
10,2016,2016/2/2,8,8
11,2016,2016/2/3,7,8
12,2016,2016/2/5,7,12
13,2016,2016/2/7,1,1
14,2016,2016/3/2,12,22
15,2016,2016/3/3,11,15
16,2016,2016/3/4,7,8
17,2016,2016/3/5,6,7
18,2016,2016/3/1,4,5
19,2016,2016/3/6,3,6
20,2016,2016/3/7,2,2
21,2016,2016/4/4,10,13
22,2016,2016/4/5,9,17
23,2016,2016/4/6,8,12
24,2016,2016/4/1,6,6
25,2016,2016/4/2,3,8
26,2016,2016/4/3,3,4
27,2016,2016/4/7,2,3
28,2016,2016/5/2,11,21
29,2016,2016/5/1,9,15
30,2016,2016/5/4,7,9
31,2016,2016/5/3,5,6
32,2016,2016/5/5,4,6
33,2016,2016/5/7,4,9
34,2016,2016/5/6,3,3
35,2016,2016/6/5,7,8
36,2016,2016/6/4,5,6
37,2016,2016/6/6,5,6
38,2016,2016/6/2,4,4
39,2016,2016/6/3,4,4
40,2016,2016/6/1,3,4
41,2016,2016/6/7,2,2
42,2016,2016/7/5,13,17
43,2016,2016/7/1,8,10
44,2016,2016/7/7,8,11
45,2016,2016/7/2,7,8
46,2016,2016/7/3,7,9
47,2016,2016/7/4,6,7
48,2016,2016/7/6,6,6
49,2016,2016/8/1,11,16
50,2016,2016/8/2,10,19
51,2016,2016/8/3,9,11
52,2016,2016/8/4,7,11
53,2016,2016/8/5,7,11
54,2016,2016/8/6,6,6
55,2016,2016/8/7,4,9
56,2016,2016/9/5,11,17
57,2016,2016/9/3,10,12
58,2016,2016/9/4,8,13
59,2016,2016/9/2,6,6
60,2016,2016/9/7,6,8
61,2016,2016/9/1,4,5
62,2016,2016/9/6,3,7
63,2016,2016/10/2,11,18
64,2016,2016/10/1,10,18
65,2016,2016/10/5,10,15
66,2016,2016/10/4,6,6
67,2016,2016/10/6,6,10
68,2016,2016/10/3,5,7
69,2016,2016/10/7,3,4
70,2016,2016/11/3,12,18
71,2016,2016/11/1,10,13
72,2016,2016/11/5,10,11
73,2016,2016/11/2,5,8
74,2016,2016/11/4,5,5
75,2016,2016/11/7,5,9
76,2016,2016/11/6,2,2
77,2016,2016/12/5,12,21
78,2016,2016/12/4,10,18
79,2016,2016/12/1,8,10
80,2016,2016/12/2,7,9
81,2016,2016/12/6,7,11
82,2016,2016/12/3,6,13
83,2016,2016/12/7,3,3
84,2017,2017/1/2,13,14
85,2017,2017/1/3,8,11
86,2017,2017/1/6,8,15
87,2017,2017/1/4,6,8
88,2017,2017/1/5,6,7
89,2017,2017/1/1,4,6
90,2017,2017/1/7,4,5
91,2017,2017/2/3,10,15
92,2017,2017/2/1,8,13
93,2017,2017/2/4,6,6
94,2017,2017/2/5,5,11
95,2017,2017/2/2,4,4
96,2017,2017/2/7,3,6
97,2017,2017/2/6,1,1
98,2017,2017/3/4,10,14
99,2017,2017/3/2,8,13
100,2017,2017/3/6,8,21
101,2017,2017/3/5,7,7
102,2017,2017/3/1,6,10
103,2017,2017/3/7,6,7
104,2017,2017/3/3,5,5
105,2017,2017/4/2,10,17
106,2017,2017/4/4,10,14
107,2017,2017/4/3,7,10
108,2017,2017/4/1,6,7
109,2017,2017/4/6,6,7
110,2017,2017/4/5,5,9
111,2017,2017/4/7,2,2
112,2017,2017/5/2,14,17
113,2017,2017/5/5,10,15
114,2017,2017/5/3,7,10
115,2017,2017/5/1,6,7
116,2017,2017/5/7,4,7
117,2017,2017/5/4,3,5
118,2017,2017/5/6,2,2
119,2017,2017/6/3,8,10
120,2017,2017/6/5,8,9
121,2017,2017/6/2,5,7
122,2017,2017/6/1,4,4
123,2017,2017/6/4,4,5
124,2017,2017/6/6,2,3
125,2017,2017/6/7,2,2
126,2017,2017/7/5,9,11
127,2017,2017/7/1,7,7
128,2017,2017/7/3,7,8
129,2017,2017/7/4,7,7
130,2017,2017/7/6,4,5
131,2017,2017/7/2,3,3
132,2017,2017/7/7,3,4
133,2017,2017/8/3,8,12
134,2017,2017/8/1,5,7
135,2017,2017/8/5,5,7
136,2017,2017/8/6,5,8
137,2017,2017/8/2,3,3
138,2017,2017/8/4,3,3
139,2017,2017/8/7,2,3
140,2017,2017/9/1,9,11
141,2017,2017/9/2,6,6
142,2017,2017/9/4,5,5
143,2017,2017/9/6,5,6
144,2017,2017/9/5,4,5
145,2017,2017/9/3,2,2
146,2017,2017/9/7,1,1
