,ANYO_x,FECHA,count,TOTAL_VICTIMAS_24H
0,2016,2016/1/5,16,25
1,2016,2016/1/6,14,17
2,2016,2016/1/1,12,15
3,2016,2016/1/7,12,19
4,2016,2016/1/4,9,15
5,2016,2016/1/3,7,9
6,2016,2016/1/2,6,7
7,2016,2016/2/4,14,26
8,2016,2016/2/5,13,15
9,2016,2016/2/2,9,16
10,2016,2016/2/3,9,11
11,2016,2016/2/1,7,12
12,2016,2016/2/6,7,10
13,2016,2016/2/7,1,1
14,2016,2016/3/3,16,19
15,2016,2016/3/1,13,24
16,2016,2016/3/6,11,16
17,2016,2016/3/2,10,10
18,2016,2016/3/4,10,12
19,2016,2016/3/5,5,8
20,2016,2016/3/7,5,9
21,2016,2016/4/5,11,15
22,2016,2016/4/2,10,12
23,2016,2016/4/4,8,12
24,2016,2016/4/3,6,6
25,2016,2016/4/6,6,9
26,2016,2016/4/1,5,12
27,2016,2016/4/7,4,5
28,2016,2016/5/1,18,28
29,2016,2016/5/2,15,24
30,2016,2016/5/7,10,13
31,2016,2016/5/3,8,9
32,2016,2016/5/5,8,9
33,2016,2016/5/6,6,6
34,2016,2016/5/4,5,8
35,2016,2016/6/3,13,14
36,2016,2016/6/4,11,13
37,2016,2016/6/7,10,11
38,2016,2016/6/2,9,11
39,2016,2016/6/5,9,10
40,2016,2016/6/6,9,11
41,2016,2016/6/1,5,8
42,2016,2016/7/5,22,35
43,2016,2016/7/6,18,23
44,2016,2016/7/4,16,29
45,2016,2016/7/1,12,13
46,2016,2016/7/2,8,11
47,2016,2016/7/7,8,15
48,2016,2016/7/3,5,11
49,2016,2016/8/1,16,30
50,2016,2016/8/5,13,16
51,2016,2016/8/7,11,20
52,2016,2016/8/3,10,14
53,2016,2016/8/4,10,15
54,2016,2016/8/2,9,15
55,2016,2016/8/6,8,10
56,2016,2016/9/4,21,28
57,2016,2016/9/5,13,13
58,2016,2016/9/2,12,19
59,2016,2016/9/1,11,11
60,2016,2016/9/3,11,14
61,2016,2016/9/7,9,12
62,2016,2016/9/6,7,9
63,2016,2016/10/6,18,25
64,2016,2016/10/7,18,28
65,2016,2016/10/1,17,22
66,2016,2016/10/5,13,17
67,2016,2016/10/2,10,16
68,2016,2016/10/3,9,12
69,2016,2016/10/4,8,8
70,2016,2016/11/2,15,22
71,2016,2016/11/4,15,17
72,2016,2016/11/6,14,19
73,2016,2016/11/5,13,14
74,2016,2016/11/3,12,17
75,2016,2016/11/1,9,13
76,2016,2016/11/7,6,9
77,2016,2016/12/5,19,31
78,2016,2016/12/6,14,21
79,2016,2016/12/3,13,16
80,2016,2016/12/4,13,17
81,2016,2016/12/7,10,20
82,2016,2016/12/1,8,8
83,2016,2016/12/2,8,8
84,2017,2017/1/2,16,19
85,2017,2017/1/1,14,20
86,2017,2017/1/6,14,23
87,2017,2017/1/4,13,15
88,2017,2017/1/5,13,16
89,2017,2017/1/3,12,17
90,2017,2017/1/7,8,12
91,2017,2017/2/6,15,21
92,2017,2017/2/2,12,17
93,2017,2017/2/5,11,11
94,2017,2017/2/4,9,11
95,2017,2017/2/1,7,9
96,2017,2017/2/3,6,12
97,2017,2017/2/7,5,8
98,2017,2017/3/5,16,24
99,2017,2017/3/3,13,18
100,2017,2017/3/1,10,13
101,2017,2017/3/2,9,13
